author,published_at,text,clean_text,case_fold_text,punctuation_text,normalized_text,tokens,text_stemmed
@NinaCuliana-ld3dp,2025-09-26T23:46:52Z,Eh bang emang banyak apa korban nya sekolah gua mah GK ada korban 1 pun perasaan GK ada keracunan malah keraperann,Eh bang emang banyak apa korban nya sekolah gua mah GK ada korban  pun perasaan GK ada keracunan malah keraperann,eh bang emang banyak apa korban nya sekolah gua mah gk ada korban  pun perasaan gk ada keracunan malah keraperann,eh bang emang banyak apa korban nya sekolah gua mah gk ada korban  pun perasaan gk ada keracunan malah keraperann,eh kakak memang banyak apa korban ya sekolah aku mah tidak ada korban pun perasaan tidak ada keracunan malah keraperann,"['eh', 'kakak', 'memang', 'banyak', 'apa', 'korban', 'ya', 'sekolah', 'aku', 'mah', 'tidak', 'ada', 'korban', 'pun', 'perasaan', 'tidak', 'ada', 'keracunan', 'malah', 'keraperann']","['eh', 'kakak', 'memang', 'banyak', 'apa', 'korban', 'ya', 'sekolah', 'aku', 'mah', 'tidak', 'ada', 'korban', 'pun', 'asa', 'tidak', 'ada', 'racun', 'malah', 'keraperann']"
@RenoSCh,2025-09-26T23:45:13Z,"Di sekolah gua enak enak+ aman menunya😅 , kayak burger , Sandwich, chicken katsu , dll , enak beet pokokknyaa","Di sekolah gua enak enak+ aman menunya , kayak burger , Sandwich, chicken katsu , dll , enak beet pokokknyaa","di sekolah gua enak enak+ aman menunya , kayak burger , sandwich, chicken katsu , dll , enak beet pokokknyaa",di sekolah gua enak enak aman menunya  kayak burger  sandwich chicken katsu  dll  enak beet pokokknyaa,di sekolah aku enak enak aman menunya seperti burger sandwich chicken katsu dsb enak beet pokokknyaa,"['di', 'sekolah', 'aku', 'enak', 'enak', 'aman', 'menunya', 'seperti', 'burger', 'sandwich', 'chicken', 'katsu', 'dsb', 'enak', 'beet', 'pokokknyaa']","['di', 'sekolah', 'aku', 'enak', 'enak', 'aman', 'menu', 'seperti', 'burger', 'sandwich', 'chicken', 'katsu', 'dsb', 'enak', 'beet', 'pokokknyaa']"
@hildaderisma5393,2025-09-26T23:43:11Z,Akibat dikorupsi jadi pada keracunan 🤣🤣,Akibat dikorupsi jadi pada keracunan ,akibat dikorupsi jadi pada keracunan ,akibat dikorupsi jadi pada keracunan ,akibat dikorupsi jadi pada keracunan,"['akibat', 'dikorupsi', 'jadi', 'pada', 'keracunan']","['akibat', 'korupsi', 'jadi', 'pada', 'racun']"
@Powerrenggermerah123,2025-09-26T23:43:10Z,Temen gue di skolah elit khusus org kaya (JIS) makananya kebanyakan daging sapi njir sedangkan rakyat biasa daging hiu😭😭,Temen gue di skolah elit khusus org kaya (JIS) makananya kebanyakan daging sapi njir sedangkan rakyat biasa daging hiu,temen gue di skolah elit khusus org kaya (jis) makananya kebanyakan daging sapi njir sedangkan rakyat biasa daging hiu,temen gue di skolah elit khusus org kaya jis makananya kebanyakan daging sapi njir sedangkan rakyat biasa daging hiu,teman aku di sekolah elit khusus orang seperti jis makananya kebanyakan daging sapi anjing sedangkan rakyat biasa daging hiu,"['teman', 'aku', 'di', 'sekolah', 'elit', 'khusus', 'orang', 'seperti', 'jis', 'makananya', 'kebanyakan', 'daging', 'sapi', 'anjing', 'sedangkan', 'rakyat', 'biasa', 'daging', 'hiu']","['teman', 'aku', 'di', 'sekolah', 'elit', 'khusus', 'orang', 'seperti', 'jis', 'makananya', 'banyak', 'daging', 'sapi', 'anjing', 'sedang', 'rakyat', 'biasa', 'daging', 'hiu']"
@football17-skill,2025-09-26T23:42:36Z,"LEBIH PEMBERANI ORANG&quot; NEPAL<br>SEDANGKAN ORANG INDONESIA CUMA ORANG&quot; BODOH YANG MAU DI BODOH&quot;I PEMERINTAH, APARAT DAN JUGA PEJABAT.","LEBIH PEMBERANI ORANG NEPALSEDANGKAN ORANG INDONESIA CUMA ORANG BODOH YANG MAU DI BODOHI PEMERINTAH, APARAT DAN JUGA PEJABAT.","lebih pemberani orang nepalsedangkan orang indonesia cuma orang bodoh yang mau di bodohi pemerintah, aparat dan juga pejabat.",lebih pemberani orang nepalsedangkan orang indonesia cuma orang bodoh yang mau di bodohi pemerintah aparat dan juga pejabat,lebih pemberani orang nepalsedangkan orang indonesia hanya orang bodoh yang mau di bodohi pemerintah aparat dan juga pejabat,"['lebih', 'pemberani', 'orang', 'nepalsedangkan', 'orang', 'indonesia', 'hanya', 'orang', 'bodoh', 'yang', 'mau', 'di', 'bodohi', 'pemerintah', 'aparat', 'dan', 'juga', 'pejabat']","['lebih', 'berani', 'orang', 'nepalsedangkan', 'orang', 'indonesia', 'hanya', 'orang', 'bodoh', 'yang', 'mau', 'di', 'bodoh', 'perintah', 'aparat', 'dan', 'juga', 'jabat']"
@GriffonIDN03,2025-09-26T23:39:22Z,Untung kemaren gw gak makan gratis langsung satu sekolah keracunan bjirrr🗿🗿🗿,Untung kemaren gw gak makan gratis langsung satu sekolah keracunan bjirrr,untung kemaren gw gak makan gratis langsung satu sekolah keracunan bjirrr,untung kemaren gw gak makan gratis langsung satu sekolah keracunan bjirrr,untung kemarin aku tidak makan gratis langsung satu sekolah keracunan bjirrr,"['untung', 'kemarin', 'aku', 'tidak', 'makan', 'gratis', 'langsung', 'satu', 'sekolah', 'keracunan', 'bjirrr']","['untung', 'kemarin', 'aku', 'tidak', 'makan', 'gratis', 'langsung', 'satu', 'sekolah', 'racun', 'bjirrr']"
@MuchlisSaifudin,2025-09-26T23:38:23Z,Gue aja di kasih racun sama mas mas nya anjir tukaran sama kelapa sekolah,Gue aja di kasih racun sama mas mas nya anjir tukaran sama kelapa sekolah,gue aja di kasih racun sama mas mas nya anjir tukaran sama kelapa sekolah,gue aja di kasih racun sama mas mas nya anjir tukaran sama kelapa sekolah,aku saja di kasih racun sama kakak kakak ya anjing tukaran sama kelapa sekolah,"['aku', 'saja', 'di', 'kasih', 'racun', 'sama', 'kakak', 'kakak', 'ya', 'anjing', 'tukaran', 'sama', 'kelapa', 'sekolah']","['aku', 'saja', 'di', 'kasih', 'racun', 'sama', 'kakak', 'kakak', 'ya', 'anjing', 'tukar', 'sama', 'kelapa', 'sekolah']"
@sammunich2940,2025-09-26T23:34:38Z,Lahan Korupsi terbesar,Lahan Korupsi terbesar,lahan korupsi terbesar,lahan korupsi terbesar,lahan korupsi terbesar,"['lahan', 'korupsi', 'terbesar']","['lahan', 'korupsi', 'besar']"
@Riskiseptian08,2025-09-26T23:33:33Z,Alamak itu semangka apa keripik tipis banget😂😂<br><br><br><br><br><br><br><br><br><br><br><br>Untung di sekolah kami menu MBG nya lumayan normal😂😂😂,Alamak itu semangka apa keripik tipis bangetUntung di sekolah kami menu MBG nya lumayan normal,alamak itu semangka apa keripik tipis bangetuntung di sekolah kami menu mbg nya lumayan normal,alamak itu semangka apa keripik tipis bangetuntung di sekolah kami menu mbg nya lumayan normal,alamak itu semangka apa keripik tipis bangetuntung di sekolah kami menu mbak ya lumayan normal,"['alamak', 'itu', 'semangka', 'apa', 'keripik', 'tipis', 'bangetuntung', 'di', 'sekolah', 'kami', 'menu', 'mbak', 'ya', 'lumayan', 'normal']","['alamak', 'itu', 'semangka', 'apa', 'keripik', 'tipis', 'bangetuntung', 'di', 'sekolah', 'kami', 'menu', 'mbak', 'ya', 'lumayan', 'normal']"
@antitumpah7334,2025-09-26T23:31:09Z,Program kocak untuk para koruptor😂😂😂,Program kocak untuk para koruptor,program kocak untuk para koruptor,program kocak untuk para koruptor,program kocak untuk para koruptor,"['program', 'kocak', 'untuk', 'para', 'koruptor']","['program', 'kocak', 'untuk', 'para', 'koruptor']"
@MbahDaud-w1z,2025-09-26T23:30:17Z,AKU BELUM DAPEET,AKU BELUM DAPEET,aku belum dapeet,aku belum dapeet,aku belum dapeet,"['aku', 'belum', 'dapeet']","['aku', 'belum', 'dapeet']"
@SeloSello-m7u,2025-09-26T23:28:07Z,"Saya mikir bagaimana kalo anak anak sekolah diberi voucer sebagai ganti MBG yang isinya 10 ribu,agar tidak ada kecurangan setiap voucer diberi nama pemiliknya dan logo sekolah,nanti yang jualan dikanti menukarkan voucer tersebut ke pihak sekolah yang menghandel,untuk kembalianya pake duit 5k karena mininal belinya 5k seperti itu,boleh di utak atik pemikiran saya yang penting ngotak","Saya mikir bagaimana kalo anak anak sekolah diberi voucer sebagai ganti MBG yang isinya  ribu,agar tidak ada kecurangan setiap voucer diberi nama pemiliknya dan logo sekolah,nanti yang jualan dikanti menukarkan voucer tersebut ke pihak sekolah yang menghandel,untuk kembalianya pake duit k karena mininal belinya k seperti itu,boleh di utak atik pemikiran saya yang penting ngotak","saya mikir bagaimana kalo anak anak sekolah diberi voucer sebagai ganti mbg yang isinya  ribu,agar tidak ada kecurangan setiap voucer diberi nama pemiliknya dan logo sekolah,nanti yang jualan dikanti menukarkan voucer tersebut ke pihak sekolah yang menghandel,untuk kembalianya pake duit k karena mininal belinya k seperti itu,boleh di utak atik pemikiran saya yang penting ngotak",saya mikir bagaimana kalo anak anak sekolah diberi voucer sebagai ganti mbg yang isinya  ribuagar tidak ada kecurangan setiap voucer diberi nama pemiliknya dan logo sekolahnanti yang jualan dikanti menukarkan voucer tersebut ke pihak sekolah yang menghandeluntuk kembalianya pake duit k karena mininal belinya k seperti ituboleh di utak atik pemikiran saya yang penting ngotak,aku mikir bagaimana kalau anak anak sekolah diberi voucer sebagai ganti mbak yang isinya ribuagar tidak ada kecurangan setiap voucer diberi nama pemiliknya dan logo sekolahnanti yang jualan dikanti menukarkan voucer tersebut ke pihak sekolah yang menghandeluntuk kembalianya pakai uang ke karena mininal belinya ke seperti ituboleh di utak atik pemikiran aku yang penting ngotak,"['aku', 'mikir', 'bagaimana', 'kalau', 'anak', 'anak', 'sekolah', 'diberi', 'voucer', 'sebagai', 'ganti', 'mbak', 'yang', 'isinya', 'ribuagar', 'tidak', 'ada', 'kecurangan', 'setiap', 'voucer', 'diberi', 'nama', 'pemiliknya', 'dan', 'logo', 'sekolahnanti', 'yang', 'jualan', 'dikanti', 'menukarkan', 'voucer', 'tersebut', 'ke', 'pihak', 'sekolah', 'yang', 'menghandeluntuk', 'kembalianya', 'pakai', 'uang', 'ke', 'karena', 'mininal', 'belinya', 'ke', 'seperti', 'ituboleh', 'di', 'utak', 'atik', 'pemikiran', 'aku', 'yang', 'penting', 'ngotak']","['aku', 'mikir', 'bagaimana', 'kalau', 'anak', 'anak', 'sekolah', 'beri', 'voucer', 'bagai', 'ganti', 'mbak', 'yang', 'isi', 'ribuagar', 'tidak', 'ada', 'curang', 'tiap', 'voucer', 'beri', 'nama', 'milik', 'dan', 'logo', 'sekolahnanti', 'yang', 'jual', 'kanti', 'tukar', 'voucer', 'sebut', 'ke', 'pihak', 'sekolah', 'yang', 'menghandeluntuk', 'kembalianya', 'pakai', 'uang', 'ke', 'karena', 'mal', 'beli', 'ke', 'seperti', 'ituboleh', 'di', 'utak', 'atik', 'pikir', 'aku', 'yang', 'penting', 'ngotak']"
@nyiknyorvictor3857,2025-09-26T23:28:03Z,Mungkin yg keracunan itu karena ada korupsi dari dana yg diberikan 😂,Mungkin yg keracunan itu karena ada korupsi dari dana yg diberikan ,mungkin yg keracunan itu karena ada korupsi dari dana yg diberikan ,mungkin yg keracunan itu karena ada korupsi dari dana yg diberikan ,mungkin yang keracunan itu karena ada korupsi dari dana yang diberikan,"['mungkin', 'yang', 'keracunan', 'itu', 'karena', 'ada', 'korupsi', 'dari', 'dana', 'yang', 'diberikan']","['mungkin', 'yang', 'racun', 'itu', 'karena', 'ada', 'korupsi', 'dari', 'dana', 'yang', 'beri']"
@danangharyanto7396,2025-09-26T23:26:56Z,Negara korup...!!!!!,Negara korup...!!!!!,negara korup...!!!!!,negara korup,negara korup,"['negara', 'korup']","['negara', 'korup']"
@Asukawa_Ray,2025-09-26T23:25:18Z,"SMK Nurul Ansor juga sih, menunya juga beda-beda cuy. Btw, salam dari Anskar 204","SMK Nurul Ansor juga sih, menunya juga beda-beda cuy. Btw, salam dari Anskar ","smk nurul ansor juga sih, menunya juga beda-beda cuy. btw, salam dari anskar ",smk nurul ansor juga sih menunya juga bedabeda cuy btw salam dari anskar ,smk nurul ansor juga sih menunya juga bedabeda cuy omong salam dari anskar,"['smk', 'nurul', 'ansor', 'juga', 'sih', 'menunya', 'juga', 'bedabeda', 'cuy', 'omong', 'salam', 'dari', 'anskar']","['smk', 'nurul', 'ansor', 'juga', 'sih', 'menu', 'juga', 'bedabeda', 'cuy', 'omong', 'salam', 'dari', 'anskar']"
@nabielfaiz9947,2025-09-26T23:23:42Z,"JELAS SAJAAAAAAA.. DUITNYA MASUK KANTONG PELAKSANA<br>GUE SUMPAHIN, MEREKA DAN KELUARGANYA GA BISA BERAK SETAHUN!!!!","JELAS SAJAAAAAAA.. DUITNYA MASUK KANTONG PELAKSANAGUE SUMPAHIN, MEREKA DAN KELUARGANYA GA BISA BERAK SETAHUN!!!!","jelas sajaaaaaaa.. duitnya masuk kantong pelaksanague sumpahin, mereka dan keluarganya ga bisa berak setahun!!!!",jelas sajaaaaaaa duitnya masuk kantong pelaksanague sumpahin mereka dan keluarganya ga bisa berak setahun,jelas sajaaaaaaa duitnya masuk kantong pelaksanague sumpahin mereka dan keluarganya tidak bisa beol setahun,"['jelas', 'sajaaaaaaa', 'duitnya', 'masuk', 'kantong', 'pelaksanague', 'sumpahin', 'mereka', 'dan', 'keluarganya', 'tidak', 'bisa', 'beol', 'setahun']","['jelas', 'sajaaaaaaa', 'duit', 'masuk', 'kantong', 'pelaksanague', 'sumpahin', 'mereka', 'dan', 'keluarga', 'tidak', 'bisa', 'beol', 'tahun']"
@hamzzbiru,2025-09-26T23:21:33Z,Lama lama jadi mutant ini warga Indonesia,Lama lama jadi mutant ini warga Indonesia,lama lama jadi mutant ini warga indonesia,lama lama jadi mutant ini warga indonesia,lama lama jadi mutant ini warga indonesia,"['lama', 'lama', 'jadi', 'mutant', 'ini', 'warga', 'indonesia']","['lama', 'lama', 'jadi', 'mutant', 'ini', 'warga', 'indonesia']"
@margaringaming6932,2025-09-26T23:19:32Z,Wkwkwk disekolah adek gw untung dari awal gak dapat mbg dari pemerintah walaupun sekolah adek gw sma Negeri.....,Wkwkwk disekolah adek gw untung dari awal gak dapat mbg dari pemerintah walaupun sekolah adek gw sma Negeri.....,wkwkwk disekolah adek gw untung dari awal gak dapat mbg dari pemerintah walaupun sekolah adek gw sma negeri.....,wkwkwk disekolah adek gw untung dari awal gak dapat mbg dari pemerintah walaupun sekolah adek gw sma negeri,wkwkwk disekolah adik aku untung dari awal tidak dapat mbak dari pemerintah walaupun sekolah adik aku sama negeri,"['wkwkwk', 'disekolah', 'adik', 'aku', 'untung', 'dari', 'awal', 'tidak', 'dapat', 'mbak', 'dari', 'pemerintah', 'walaupun', 'sekolah', 'adik', 'aku', 'sama', 'negeri']","['wkwkwk', 'seko', 'adik', 'aku', 'untung', 'dari', 'awal', 'tidak', 'dapat', 'mbak', 'dari', 'perintah', 'walaupun', 'sekolah', 'adik', 'aku', 'sama', 'negeri']"
@erfantoval8563,2025-09-26T23:18:26Z,"99,9% di korup pastilah.",",% di korup pastilah.",",% di korup pastilah.", di korup pastilah,di korup pastilah,"['di', 'korup', 'pastilah']","['di', 'korup', 'pasti']"
@AttaTI-o8u,2025-09-26T23:14:59Z,Ini siapa sih yang masak? <br>Raiden Shogun kah? 😂,Ini siapa sih yang masak? Raiden Shogun kah? ,ini siapa sih yang masak? raiden shogun kah? ,ini siapa sih yang masak raiden shogun kah ,ini siapa sih yang masak raiden shogun kah,"['ini', 'siapa', 'sih', 'yang', 'masak', 'raiden', 'shogun', 'kah']","['ini', 'siapa', 'sih', 'yang', 'masak', 'raiden', 'shogun', 'kah']"
@indind1174,2025-09-26T23:12:55Z,Tolong disidak!!! Gila apa. Ini program emg bagus ak setuju bgt. Tp kenapaaaaa ada ajaa oknum yg swlalu menghancurkan,Tolong disidak!!! Gila apa. Ini program emg bagus ak setuju bgt. Tp kenapaaaaa ada ajaa oknum yg swlalu menghancurkan,tolong disidak!!! gila apa. ini program emg bagus ak setuju bgt. tp kenapaaaaa ada ajaa oknum yg swlalu menghancurkan,tolong disidak gila apa ini program emg bagus ak setuju bgt tp kenapaaaaa ada ajaa oknum yg swlalu menghancurkan,tolong disidak gila apa ini program memang bagus aku setuju sekali tapi kenapaaaaa ada saja oknum yang swlalu menghancurkan,"['tolong', 'disidak', 'gila', 'apa', 'ini', 'program', 'memang', 'bagus', 'aku', 'setuju', 'sekali', 'tapi', 'kenapaaaaa', 'ada', 'saja', 'oknum', 'yang', 'swlalu', 'menghancurkan']","['tolong', 'disidak', 'gila', 'apa', 'ini', 'program', 'memang', 'bagus', 'aku', 'tuju', 'sekali', 'tapi', 'kenapaaaaa', 'ada', 'saja', 'oknum', 'yang', 'swlalu', 'hancur']"
@jivigourdha1164,2025-09-26T23:12:31Z,"Program nya bagus, negara nya yang kebesaran. <br>Anggap aja 99% berhasil, 1% gagal, angka 1 persen untuk Indonesia itu guede banget.","Program nya bagus, negara nya yang kebesaran. Anggap aja % berhasil, % gagal, angka  persen untuk Indonesia itu guede banget.","program nya bagus, negara nya yang kebesaran. anggap aja % berhasil, % gagal, angka  persen untuk indonesia itu guede banget.",program nya bagus negara nya yang kebesaran anggap aja  berhasil  gagal angka  persen untuk indonesia itu guede banget,program ya bagus negara ya yang kebesaran anggap saja berhasil gagal angka persen untuk indonesia itu guede sekali,"['program', 'ya', 'bagus', 'negara', 'ya', 'yang', 'kebesaran', 'anggap', 'saja', 'berhasil', 'gagal', 'angka', 'persen', 'untuk', 'indonesia', 'itu', 'guede', 'sekali']","['program', 'ya', 'bagus', 'negara', 'ya', 'yang', 'besar', 'anggap', 'saja', 'hasil', 'gagal', 'angka', 'persen', 'untuk', 'indonesia', 'itu', 'guede', 'sekali']"
@Kieru.28,2025-09-26T23:10:27Z,"Balik lagi kalo pihak vendornya waras kemungkinan bakal berhasil, atau bisa jadi yg kasus beracun itu sbelum duit nympe vendor bisa jadi duitnya dah kepotonh potong....","Balik lagi kalo pihak vendornya waras kemungkinan bakal berhasil, atau bisa jadi yg kasus beracun itu sbelum duit nympe vendor bisa jadi duitnya dah kepotonh potong....","balik lagi kalo pihak vendornya waras kemungkinan bakal berhasil, atau bisa jadi yg kasus beracun itu sbelum duit nympe vendor bisa jadi duitnya dah kepotonh potong....",balik lagi kalo pihak vendornya waras kemungkinan bakal berhasil atau bisa jadi yg kasus beracun itu sbelum duit nympe vendor bisa jadi duitnya dah kepotonh potong,balik lagi kalau pihak vendornya waras kemungkinan akan berhasil atau bisa jadi yang kasus beracun itu sebelum uang nympe vendor bisa jadi duitnya sudah kepotonh potong,"['balik', 'lagi', 'kalau', 'pihak', 'vendornya', 'waras', 'kemungkinan', 'akan', 'berhasil', 'atau', 'bisa', 'jadi', 'yang', 'kasus', 'beracun', 'itu', 'sebelum', 'uang', 'nympe', 'vendor', 'bisa', 'jadi', 'duitnya', 'sudah', 'kepotonh', 'potong']","['balik', 'lagi', 'kalau', 'pihak', 'vendor', 'waras', 'mungkin', 'akan', 'hasil', 'atau', 'bisa', 'jadi', 'yang', 'kasus', 'racun', 'itu', 'belum', 'uang', 'nympe', 'vendor', 'bisa', 'jadi', 'duit', 'sudah', 'kepotonh', 'potong']"
@supriamasto132,2025-09-26T23:08:59Z,Aku sehat ko bagus,Aku sehat ko bagus,aku sehat ko bagus,aku sehat ko bagus,aku sehat kok bagus,"['aku', 'sehat', 'kok', 'bagus']","['aku', 'sehat', 'kok', 'bagus']"
@RizkyWibowo-g4g,2025-09-26T23:08:40Z,Gue makan gratis semangka nya ngede co,Gue makan gratis semangka nya ngede co,gue makan gratis semangka nya ngede co,gue makan gratis semangka nya ngede co,aku makan gratis semangka ya ngede cowok,"['aku', 'makan', 'gratis', 'semangka', 'ya', 'ngede', 'cowok']","['aku', 'makan', 'gratis', 'semangka', 'ya', 'ngede', 'cowok']"
@yogabenrc3631,2025-09-26T23:08:13Z,Kecamatan sebelah dr kecamatan saya ampe 1300 anak yg keracunan dan masuk rumah sakit,Kecamatan sebelah dr kecamatan saya ampe  anak yg keracunan dan masuk rumah sakit,kecamatan sebelah dr kecamatan saya ampe  anak yg keracunan dan masuk rumah sakit,kecamatan sebelah dr kecamatan saya ampe  anak yg keracunan dan masuk rumah sakit,kecamatan sebelah dari kecamatan aku sampai anak yang keracunan dan masuk rumah sakit,"['kecamatan', 'sebelah', 'dari', 'kecamatan', 'aku', 'sampai', 'anak', 'yang', 'keracunan', 'dan', 'masuk', 'rumah', 'sakit']","['camat', 'belah', 'dari', 'camat', 'aku', 'sampai', 'anak', 'yang', 'racun', 'dan', 'masuk', 'rumah', 'sakit']"
@muhammadnickyhaykal7873,2025-09-26T23:06:46Z,program korupsi berjamaah bersama<br> presiden,program korupsi berjamaah bersama presiden,program korupsi berjamaah bersama presiden,program korupsi berjamaah bersama presiden,program korupsi berjamaah bersama presiden,"['program', 'korupsi', 'berjamaah', 'bersama', 'presiden']","['program', 'korupsi', 'jamaah', 'sama', 'presiden']"
